X,Y,AOSNUMBER,City,County,State,Address,Latitude,Longitude,Agency,Type of LE,Summary,Technology,Vendor,Link 1,Link 1 Sna,Link 1 Sou,Link 1 Typ,Link 1 Dat,Link 2,Link 2 Sna,Link 2 Sou,Link 2 Typ,Link 2 Dat,Link 3,Link 3 Sna,Link 3 Sou,Link 3 Typ,Link 3 Dat,Other Link,icon_url
-111.8314724,33.4151843,AOS9635,Mesa,Maricopa County,AZ,Mesa AZ,33.415184300000000,-111.831472399999996,Mesa Police Department,Police,"In the summer of 2021, the City of Mesa announced plans for a $3.3 million real-time crime center.",Real-Time Crime Center,,https://www.phoenixnewtimes.com/news/mesa-arizona-millions-of-covid-relief-funds-high-tech-police-surveillance-12004279,,Phoenix New Times,,09/14/2021,https://www.mesaazpolice.gov/crime-safety/rtcc,,Mesa Police Department,,,,,,,,,./0.png
-117.0841955,32.6400541,AOS9834,Chula Vista,San Diego County,CA,Chula Vista CA,32.640054100000000,-117.084195500000007,Chula Vista Police Department,Police,Chula Vista was building a real-time crime center as of September 2021.,Real-Time Crime Center,Motorola Solutions,https://www.voiceofsandiego.org/topics/public-safety/chula-vista-is-building-a-real-time-crime-center/,,Voice of San Diego,,09/02/2021,,,,,,,,,,,,./0.png
-81.6943605,41.49932,AOS9835,Cleveland,Cuyahoga County,OH,Cleveland OH,41.499319999999997,-81.694360500000002,Cleveland Police Department,Police,The City of Cleveland had a real-time crime center as of 2022.,Real-Time Crime Center,Fusus,https://www.fusus.com/blog/podcast-larry-jones-cleveland-department-of-public-safety,,Fusus,,12/17/2021,https://www.cleveland19.com/2022/05/23/gov-dewine-visits-cleveland-police-departments-real-time-crime-center/,,Cleveland 19,,05/23/2022,,,,,,,./0.png
-82.4571776,27.950575,AOS9848,Tampa,Hillsborough County,FL,Tampa FL,27.950575000000001,-82.457177599999994,Hillsborough County Sheriff's Department,Sheriff,The Hillsborough County Sheriff's Office activated the Fusus platform to host their Real-Time Crime Center in 2020.,Real-Time Crime Center,Fusus,https://www.fusus.com/blog/hillsborough-county-sheriffs-office-activates-fusus-real-time-crime-center-platform,,Fusus,,08/09/2021,,,,,,,,,,,,./0.png
-157.8581401,21.3098845,AOS9849,Honolulu,Honolulu County,HI,Honolulu HI,21.309884499999999,-157.858140100000014,Honolulu Police Department,Police,The Honolulu Police Department activated the Fusus platform for their Real-Time Crime Center in 2020.,Real-Time Crime Center,Fusus,https://www.fusus.com/blog/the-fusus-real-time-crime-center-in-the-cloud-finds-a-new-home-in-peachtree-corners,,Fusus,,09/28/2020,,,,,,,,,,,,./0.png
-92.0198427,30.2240897,AOS9853,Lafayette,Lafayette Parish,LA,Lafayette LA,30.224089700000000,-92.019842699999998,Lafayette Parish Sheriff's Office,Sheriff,The Lafayette Parish Sheriff’s Office announced the implementation of a real time crime center in January 2022.,Real-Time Crime Center,,https://lafayettesheriff.com/lafayette-parish-sheriffs-office-launches-real-time-crime-center/,,Lafayette Parish Sheriff's Office,,01/25/2022,,,,,,,,,,,,./0.png
-95.4560512,30.3118769,AOS9859,Conroe,Montgomery County,TX,Conroe TX,30.311876900000001,-95.456051200000005,Montgomery County Sheriff's Office,Sheriff,Montgomery County Sheriff’s Office built a real-time crime center powered by Motorola Solutions in 2020.,Real-Time Crime Center,Motorola Solutions,https://www.youtube.com/watch?v=k3s1A7ko0Bc,,Motorola Solutions YouTube,,01/24/2020,,,,,,,,,,,,./0.png
-71.5375718,43.2081366,AOS9862,Concord,Merrimack County,NH,Concord NH,43.208136600000003,-71.537571799999995,New Hampshire Department of Safety,State Police,The New Hampshire Department of Safety activated the Fusus platform for their Real-Time Crime Center in 2020.,Real-Time Crime Center,Fusus,https://www.fusus.com/blog/the-fusus-real-time-crime-center-in-the-cloud-finds-a-new-home-in-peachtree-corners,,Fusus,,09/28/2020,,,,,,,,,,,,./0.png
-87.7479528,41.719978,AOS9864,Oak Lawn,Cook County,IL,Oak Lawn IL,41.719977999999998,-87.747952799999993,Oak Lawn Police Department,Police,The Oak Lawn Police Department activated the Fusus platform for their Real-Time Crime Center in 2020.,Real-Time Crime Center,Fusus,https://www.fusus.com/blog/the-fusus-real-time-crime-center-in-the-cloud-finds-a-new-home-in-peachtree-corners,,Fusus,,09/28/2020,,,,,,,,,,,,./0.png
-81.407571,28.2919557,AOS9867,Kissimmee,Osceola County,FL,Kissimmee FL,28.291955699999999,-81.407571000000004,Osceola County Sheriff's Office,Sheriff,"As of September 2021, the Osceola County Sheriff’s Office is using a real-time crime center that is also being utilized by the Volusia County Sheriff’s Office, the Lake County Sheriff’s Office, and the St. Cloud Police Department.",Real-Time Crime Center,,https://www.positivelyosceola.com/new-real-time-crime-center-to-help-osceola-deputies-solve-crimes-more-quickly-and-effectively/,,Positively Osceola,,09/23/2021,https://www.orlandosentinel.com/news/osceola-county/os-ne-osceola-real-time-crime-center-20210922-i7njnwl2xzdfdhkqg2y46jvabi-story.html,,Orlando Sentnel,,09/22/2021,,,,,,,./0.png
-93.7501789,32.5251516,AOS9913,Shreveport,Caddo Parish,LA,Shreveport LA,32.525151600000001,-93.750178899999995,Shreveport Police Department,Police,"The Shreveport Police Department operates a real-time crime center, powered in part by Fusus software.",Real-Time Crime Center,Fusus,https://www.fusus.com/blog/podcast-keith-hanson-cto-city-of-shreveport,,Fusus,,01/31/2022,https://www.shreveportla.gov/2847/RTCC-Real-Time-Crime-Center,,City of Shreveport,,,,,,,,,./0.png
-73.8987469,40.9312099,AOS9922,Yonkers,Westchester County,NY,Yonkers NY,40.931209899999999,-73.898746900000006,Yonkers Police Department,Police,The Yonkers Police Department launched a real-time crime center in late 2021.,Real-Time Crime Center,Motorola Solutions,https://newsroom.motorolasolutions.com/news/motorola-solutions-powers-safe-cities-with-integrated-technology-ecosystem.htm,,Motorola Solutions,,11/08/2021,https://www.govtech.com/public-safety/yonkers-pd-improves-operations-with-technology-ecosystem,,Government Technology,,11/08/2021,,,,,,,./0.png
-81.2578416,29.4660863,AOS9925,Bunnell,Flagler County,FL,Bunnell FL,29.466086300000001,-81.257841600000006,Flagler County Sheriff's Office,Sheriff,"The Flagler County Sheriff's Office's real-time crime center taps in automated license plate readers, security cameras, and analytical software.",Real-Time Crime Center,,https://flaglerlive.com/157455/flagler-sheriffs-real-time-crime-center/,,Flaglerlive.com,,09/23/2020,https://flaglerlive.com/175293/state-of-policing/,,Flaglerlive.com,,04/15/2022,,,,,,,./0.png
-118.3525748,33.9164032,AOS9947,Hawthorne,Los Angeles County,CA,Hawthorne CA,33.916403199999998,-118.352574799999999,Hawthorne Police Department,Police,"The Hawthorne Police Deparment has integrated its gunshot detection, license plate readers, drones and other surveillance technology into Fusus' ""Real Time Crime Center in the Cloud"" software.",Real-Time Crime Center,Fusus,https://www.fusus.com/blog/california-agencies-are-harnessing-the-power-of-fusus-technology-to-build-stronger-safer-communities,,Fusus,,7/12/2022,https://www.fusus.com/blog/podcast-paul-vu-sergeant-of-the-hawthorne-police-department,,Fusus,,7/18/2022,,,,,,,./0.png
